B,rollout,train_group,chunk_id,total_tokens,num_microbatches,fwd_bwd_s,chunk_total_s,end_ts
16,7,0,2,58108,15,5.5690,7.1390,1789818706.5063
16,7,0,3,76821,16,6.6350,8.8790,1789818717.2284
16,7,0,4,89435,16,7.1580,8.9840,1789818727.6479
16,7,0,5,103517,16,9.1640,11.2440,1789818740.3277
16,7,0,6,80720,15,7.0230,8.8080,1789818750.4887
16,7,0,7,147394,16,11.4560,14.1850,1789818766.1030
16,7,0,8,131436,16,10.4600,12.9150,1789818781.1457
16,7,0,9,125740,16,10.0550,12.4760,1789818794.8097
16,7,0,10,140638,16,12.0300,14.8690,1789818811.5852
16,7,0,11,410324,32,32.5100,40.3650,1789818853.9242
16,7,0,12,178560,16,15.1070,18.5150,1789818873.6408
16,7,0,13,136706,8,11.0540,13.6140,1789818889.7206
16,8,0,1,34839,11,4.0760,5.2470,1789819290.7558
16,8,0,2,44026,15,5.2710,6.8060,1789819298.6641
16,8,0,3,47373,14,4.9430,6.4390,1789819306.3505
16,8,0,4,62792,16,5.4290,6.9200,1789819314.3470
16,8,0,5,70729,15,5.7540,7.2190,1789819322.6520
16,8,0,6,83787,16,6.3270,7.9420,1789819333.6518
16,8,0,7,88938,16,7.2230,8.9610,1789819343.7097
16,8,0,8,108311,16,9.3010,11.5430,1789819356.4207
16,8,0,9,103009,16,8.4330,10.5150,1789819368.1577
16,8,0,10,137786,16,11.1640,13.8160,1789819383.3002
16,8,0,11,130133,16,11.1540,13.8340,1789819398.5212
16,8,0,12,167045,16,14.0880,17.2780,1789819417.1527
16,8,0,13,347928,32,26.9520,33.4380,1789819452.1363
16,8,0,14,219952,16,18.0900,22.2900,1789819475.7332
16,8,0,15,101681,8,7.9190,9.7960,1789819486.9541
16,9,0,1,17570,5,1.6550,2.1550,1789819840.3694
16,9,0,2,18924,5,1.6290,2.1000,1789819843.4998
16,9,0,3,22568,6,1.9130,2.4560,1789819846.9719
16,9,0,4,29619,9,2.8400,3.6820,1789819851.9588
16,9,0,5,28744,9,2.8230,3.6500,1789819856.6463
16,9,0,6,39178,13,4.1320,5.2970,1789819863.0313
16,9,0,7,40832,14,4.8720,6.3560,1789819870.7461
16,9,0,8,45859,15,5.1190,6.6260,1789819878.4785
16,9,0,9,53107,15,5.2940,6.8790,1789819886.5386
16,9,0,10,52218,14,5.1410,6.6590,1789819894.3434
16,9,0,11,78542,16,6.3980,8.1050,1789819903.6102
16,9,0,12,90724,16,7.0490,8.7940,1789819913.5346
16,9,0,13,82499,16,7.1070,8.9350,1789819923.6956
16,9,0,14,108070,16,8.4580,10.5140,1789819936.3400
16,9,0,15,101363,15,8.0330,10.0590,1789819947.6048
16,9,0,16,143954,16,11.4440,14.1030,1789819962.8158
16,9,0,17,106717,16,8.7590,10.8160,1789819974.7822
16,9,0,18,156811,16,12.7320,15.8510,1789819992.0808
16,9,0,19,181701,16,14.0670,17.4290,1789820010.7784
16,9,0,20,382854,32,29.8680,37.0730,1789820049.3107
16,9,0,21,264501,16,22.7440,27.9920,1789820079.0876
16,9,0,22,104804,8,7.9610,9.8660,1789820090.4787
16,10,0,1,31129,9,3.0280,3.9110,1789820526.5288
16,10,0,2,31949,9,3.4470,4.4880,1789820534.0840
16,10,0,3,42700,13,4.4930,5.7150,1789820541.6147
16,10,0,4,39470,13,4.4140,5.7140,1789820548.6912
16,10,0,5,54149,15,5.4640,6.9950,1789820556.8114
16,10,0,6,53191,14,5.2970,6.7690,1789820564.6761
16,10,0,7,80169,16,7.6090,9.3970,1789820575.2686
16,10,0,8,111434,16,8.5480,10.5820,1789820587.5943
16,10,0,9,146890,16,11.5370,14.2090,1789820602.9488
16,10,0,10,158089,16,12.7860,15.7290,1789820619.8865
16,10,0,11,143971,16,11.3710,14.0710,1789820635.4839
16,10,0,12,166008,16,14.1080,17.1890,1789820654.2806
16,10,0,13,228763,16,19.6900,24.0640,1789820679.8050
16,10,0,14,155090,16,12.9360,16.1020,1789820697.4463
16,10,0,15,409486,32,33.6850,41.4510,1789820740.3499
16,10,0,16,495334,32,42.4610,52.0650,1789820793.9319
16,11,0,1,96614,16,7.4310,10.0430,1789821230.4264
16,11,0,2,81658,16,8.0670,9.9060,1789821241.5790
16,11,0,3,103894,16,8.6010,10.6960,1789821253.9480
16,11,0,4,122426,16,9.6720,12.1030,1789821267.3873
16,11,0,5,142999,16,11.4130,14.1500,1789821283.2652
16,11,0,6,174190,16,14.9070,18.2790,1789821302.9921
16,11,0,7,152437,16,12.0950,14.9620,1789821320.3465
16,11,0,8,318639,32,24.7900,30.9300,1789821354.2940
16,11,0,9,184339,16,15.8480,19.3710,1789821375.2513
16,11,0,10,102692,8,8.6780,10.6540,1789821388.0712
16,11,0,11,132380,8,11.2980,13.7650,1789821403.2710
16,11,0,12,94844,8,7.4430,9.2420,1789821414.0691
16,12,0,1,46002,14,5.3010,6.7180,1789821809.1357
16,12,0,2,53850,16,5.5650,7.2130,1789821817.9872
16,12,0,3,46054,12,4.4360,5.7170,1789821824.8202
16,12,0,4,82146,16,6.6670,8.3850,1789821834.3739
16,12,0,5,69381,15,6.3020,7.9220,1789821843.4699
16,12,0,6,75335,16,6.8170,8.5960,1789821853.3287
16,12,0,7,101602,16,8.7420,10.7500,1789821865.3489
16,12,0,8,91683,16,7.7820,9.7080,1789821876.3082
16,12,0,9,109567,15,8.8270,11.0320,1789821889.0569
16,12,0,10,153513,16,12.8990,16.1470,1789821906.3753
16,12,0,11,139621,16,11.5800,14.2600,1789821922.3044
16,12,0,12,130847,15,11.2390,13.8140,1789821937.6957
16,12,0,13,174158,16,13.7710,17.0750,1789821956.8928
16,12,0,14,331933,32,26.3170,32.6820,1789821991.7388
16,12,0,15,399861,32,33.4320,41.0480,1789822035.2982
16,13,0,1,46515,13,4.4700,6.2090,1789822450.7198
16,13,0,2,51931,14,5.6640,7.0110,1789822458.8209
16,13,0,3,61109,16,6.7440,8.4500,1789822468.9373
16,13,0,4,60662,14,5.6620,7.2180,1789822478.0678
16,13,0,5,80051,16,6.3030,8.0490,1789822487.3294
16,13,0,6,85344,16,7.0900,9.0460,1789822497.8130
16,13,0,7,88083,16,7.6250,9.4460,1789822508.4604
16,13,0,8,107331,16,9.1900,11.1620,1789822520.7526
16,13,0,9,100504,16,8.2450,10.1500,1789822532.0188
16,13,0,10,99947,16,8.2390,10.2930,1789822543.7715
16,13,0,11,146590,16,11.6560,14.3460,1789822560.1573
16,13,0,12,169885,16,14.5970,17.7380,1789822579.4651
16,13,0,13,121847,16,10.4310,12.9940,1789822594.5738
16,13,0,14,324353,32,27.7580,34.2450,1789822630.7172
16,13,0,15,182447,16,14.6150,18.0490,1789822650.1287
16,13,0,16,106590,8,9.7630,11.8100,1789822663.3522
16,14,0,1,59173,15,5.1900,6.8690,1789823135.7459
16,14,0,2,65199,16,5.6590,7.1730,1789823144.0424
16,14,0,3,84169,16,6.5490,8.4410,1789823154.0427
16,14,0,4,68273,16,6.2160,7.9060,1789823163.6220
16,14,0,5,68845,15,6.2180,7.9550,1789823172.8000
16,14,0,6,82609,16,7.3160,9.2210,1789823183.4775
16,14,0,7,102730,16,8.5460,10.9830,1789823195.8165
16,14,0,8,99788,16,7.8360,9.7880,1789823207.4244
16,14,0,9,128626,16,10.1840,12.5730,1789823222.0579
16,14,0,10,130299,16,11.2960,13.8550,1789823237.5620
16,14,0,11,162580,14,12.8340,15.9060,1789823254.7646
16,14,0,12,209971,16,17.7650,21.8100,1789823278.8506
16,14,0,13,404883,32,35.1890,42.8860,1789823323.4961
16,14,0,14,255972,16,21.7620,26.8080,1789823351.7559
16,14,0,15,128565,8,10.2330,12.6710,1789823366.9420
16,15,0,1,52503,16,5.7740,7.6280,1789823723.2675
16,15,0,2,41489,11,3.9510,5.1260,1789823729.6593
16,15,0,3,66890,16,5.7710,7.7390,1789823739.0109
16,15,0,4,55138,13,5.5690,7.8420,1789823748.5586
16,15,0,5,74292,15,6.8430,8.6860,1789823758.4615
16,15,0,6,72202,16,6.8440,8.3910,1789823767.9773
16,15,0,7,73981,16,7.2240,8.8650,1789823777.9688
16,15,0,8,81026,16,7.3010,8.9120,1789823788.0613
16,15,0,9,99423,16,8.3960,10.9500,1789823800.5328
16,15,0,10,96265,15,7.7270,10.0450,1789823812.3652
16,15,0,11,91678,16,8.8330,10.8140,1789823824.4046
16,15,0,12,153245,16,12.5220,15.4530,1789823842.2443
16,15,0,13,138590,16,11.9860,14.7350,1789823858.3837
16,15,0,14,379638,32,30.4260,37.6260,1789823898.3021
16,15,0,15,177787,16,14.0960,17.4930,1789823917.1827
16,16,0,1,171357,16,13.1800,16.7490,1789824447.8428
16,16,0,2,160174,16,12.6410,15.6420,1789824465.6237
16,16,0,3,202604,16,15.5140,19.3280,1789824486.2556
16,16,0,4,361851,32,29.5510,36.4190,1789824524.0249
16,16,0,5,282753,16,24.8890,30.4540,1789824556.0694
16,17,0,1,445550,32,38.6030,47.9450,1789825219.8670
16,17,0,2,263275,16,22.5290,27.6710,1789825248.9422
16,17,0,3,119081,8,9.1580,11.3330,1789825262.1246
16,18,0,1,15208,4,1.8000,2.5180,1789825617.2921
16,18,0,2,21735,6,2.9260,3.4780,1789825621.8122
16,18,0,3,25574,7,3.9800,4.6450,1789825627.5267
16,18,0,4,38755,13,4.8890,6.3640,1789825635.1502
16,18,0,5,39910,14,5.9560,7.4050,1789825643.8561
16,18,0,6,41043,13,4.8020,6.1920,1789825651.9478
16,18,0,7,46159,15,5.2140,6.7590,1789825659.8291
16,18,0,8,48567,14,5.1950,7.0040,1789825668.0039
16,18,0,9,46191,13,5.5160,6.8890,1789825676.0526
16,18,0,10,42416,14,4.8390,6.2300,1789825683.4385
16,18,0,11,49341,16,4.9670,6.3980,1789825690.9148
16,18,0,12,61192,16,5.2950,6.7650,1789825698.7865
16,18,0,13,58438,16,5.5580,7.3060,1789825707.9874
16,18,0,14,56114,15,5.6460,7.2040,1789825716.6365
16,18,0,15,83431,16,6.4090,8.1420,1789825725.9750
16,18,0,16,95325,16,8.0810,10.0230,1789825737.5111
16,18,0,17,82848,16,7.2640,9.1380,1789825747.9756
16,18,0,18,89247,16,7.6090,9.4360,1789825758.6140
16,18,0,19,107962,15,8.6920,10.8980,1789825771.1407
16,18,0,20,116017,16,9.4420,11.6500,1789825784.3486
16,18,0,21,143552,16,11.4590,14.3050,1789825799.8687
16,18,0,22,154401,16,13.0930,16.4040,1789825817.5795
16,18,0,23,151273,16,12.8180,15.7950,1789825834.6544
16,18,0,24,370871,32,31.0090,38.0710,1789825875.7608
16,18,0,25,175481,16,14.8640,18.2020,1789825895.4890
16,18,0,26,84688,8,8.3300,10.0470,1789825906.7101
16,19,0,1,73936,15,5.8360,7.7500,1789826306.8090
16,19,0,2,79549,16,6.8650,9.1600,1789826317.8312
16,19,0,3,82718,16,7.0220,9.0240,1789826328.6702
16,19,0,4,100083,16,7.6260,9.5740,1789826339.4140
16,19,0,5,100859,16,8.4200,10.3910,1789826350.9445
16,19,0,6,123217,16,10.3090,12.5290,1789826364.6164
16,19,0,7,87746,16,7.1120,8.8940,1789826375.3414
16,19,0,8,91859,13,7.1560,8.9510,1789826385.4349
16,19,0,9,92428,15,7.4400,9.3790,1789826395.9883
16,19,0,10,136598,15,11.8280,14.6010,1789826412.8132
16,19,0,11,122987,16,10.7610,13.2230,1789826427.3200
16,19,0,12,354424,32,29.9200,36.6820,1789826466.0523
16,19,0,13,182520,16,14.5600,17.9990,1789826485.2773
16,19,0,14,131020,8,12.1830,14.6860,1789826501.6957
16,19,0,15,113794,8,9.8210,11.9970,1789826515.4140
16,0,1,1,85280,16,16.3880,30.3500,1789814440.1453
16,0,1,2,68160,16,5.4210,6.9390,1789814448.2354
16,0,1,3,86049,16,8.0370,10.0930,1789814459.7328
16,0,1,4,121686,16,9.3760,11.5780,1789814473.0009
16,0,1,5,124252,16,9.8220,12.1150,1789814486.4269
16,0,1,6,183594,16,14.7780,18.3110,1789814506.5902
16,0,1,7,172794,16,13.3900,16.5950,1789814524.4009
16,0,1,8,187850,16,15.4620,18.9240,1789814545.4047
16,0,1,9,387856,32,33.4330,40.8470,1789814588.2616
16,0,1,10,242010,16,20.0610,24.5960,1789814614.2635
16,0,1,11,143156,8,13.1660,15.9310,1789814632.8560
16,1,1,1,13622,4,2.8720,3.3750,1789814990.4037
16,1,1,2,26835,8,2.5120,3.3490,1789814995.9572
16,1,1,3,31490,10,3.7350,4.6760,1789815002.0662
16,1,1,4,26691,8,2.4250,3.1620,1789815006.7237
16,1,1,5,35907,11,4.2450,5.2930,1789815013.4306
16,1,1,6,42536,14,4.3310,5.5700,1789815020.0963
16,1,1,7,43689,14,4.5360,5.9740,1789815028.3841
16,1,1,8,33050,9,4.0800,5.3160,1789815034.8354
16,1,1,9,44370,12,4.7170,5.9250,1789815042.2568
16,1,1,10,57081,16,6.0370,8.1350,1789815052.6813
16,1,1,11,54809,16,5.9270,7.8290,1789815061.9303
16,1,1,12,55282,13,4.7680,6.0170,1789815069.6965
16,1,1,13,62018,14,5.3640,7.3100,1789815079.1679
16,1,1,14,74744,16,5.9720,7.5210,1789815088.7069
16,1,1,15,49179,12,4.3910,5.5820,1789815095.5457
16,1,1,16,90446,15,7.1610,8.8980,1789815106.7221
16,1,1,17,122539,16,9.4880,11.7620,1789815119.8847
16,1,1,18,123512,16,10.1990,12.5400,1789815134.3849
16,1,1,19,118558,15,9.6320,11.9680,1789815148.2779
16,1,1,20,145391,16,12.4490,15.0980,1789815164.5880
16,1,1,21,170576,16,13.7080,17.0410,1789815183.3559
16,1,1,22,333237,32,27.7660,33.9890,1789815219.4029
16,1,1,23,207606,16,15.8970,19.8660,1789815240.6567
16,1,1,24,111503,8,8.6240,10.6820,1789815252.7039
16,1,1,25,86076,8,6.9420,8.4800,1789815262.5570
16,2,1,1,123961,16,9.1910,11.4820,1789815714.0586
16,2,1,2,121192,16,10.2270,12.9980,1789815730.9442
16,2,1,3,161838,16,13.0630,16.0410,1789815748.3124
16,2,1,4,162245,16,13.2720,16.2690,1789815767.0351
16,2,1,5,184580,16,16.8080,20.2650,1789815788.6680
16,2,1,6,181781,16,15.2400,18.6710,1789815809.5662
16,2,1,7,426342,32,35.5190,43.6740,1789815855.4999
16,2,1,8,215734,16,18.1450,22.2170,1789815879.4059
16,3,1,1,95216,15,7.5330,9.6300,1789816345.5635
16,3,1,2,143605,16,11.3440,13.9440,1789816360.8954
16,3,1,3,144145,16,12.6000,15.2530,1789816377.4272
16,3,1,4,144343,16,11.0350,13.7230,1789816393.3894
16,3,1,5,135110,16,10.5630,13.1220,1789816408.9861
16,3,1,6,177126,16,14.4530,17.7330,1789816429.4400
16,3,1,7,381037,32,31.3350,38.6150,1789816470.3905
16,3,1,8,237626,16,20.8690,25.3910,1789816497.1326
16,4,1,1,35097,10,3.6460,5.1330,1789816868.5763
16,4,1,2,30171,9,3.3940,4.3390,1789816874.2854
16,4,1,3,41391,14,5.3930,6.8050,1789816882.6052
16,4,1,4,48485,16,6.0010,7.7590,1789816891.6590
16,4,1,5,39015,10,3.4560,4.5840,1789816897.5794
16,4,1,6,57424,14,4.5800,6.0720,1789816906.0289
16,4,1,7,66766,16,6.1940,8.2210,1789816915.8112
16,4,1,8,59321,13,5.0090,6.3150,1789816923.3146
16,4,1,9,80902,16,6.1320,7.7410,1789816932.3696
16,4,1,10,84166,16,6.5720,8.2090,1789816941.9141
16,4,1,11,92446,16,7.7230,9.6470,1789816953.1640
16,4,1,12,105424,16,8.7410,10.8840,1789816965.6005
16,4,1,13,122673,16,10.7330,13.0040,1789816980.0350
16,4,1,14,174258,16,14.0470,17.2620,1789816999.4658
16,4,1,15,185222,16,14.9620,18.4910,1789817019.4576
16,4,1,16,421342,32,33.1350,41.3810,1789817063.9926
16,4,1,17,217006,16,16.9820,21.0970,1789817086.6273
16,4,1,18,72139,8,5.1800,6.4940,1789817095.5237
16,4,1,19,118847,8,9.9710,12.1850,1789817109.1144
16,5,1,1,53419,15,5.2840,7.5600,1789817443.0963
16,5,1,2,47490,16,6.7710,8.7660,1789817453.0234
16,5,1,3,48544,14,5.0080,6.4820,1789817460.7604
16,5,1,4,67759,16,7.0260,8.6920,1789817470.6213
16,5,1,5,74443,16,6.8390,8.5300,1789817480.8183
16,5,1,6,65532,15,5.5230,7.0110,1789817489.0004
16,5,1,7,108597,16,8.5110,10.9940,1789817501.6176
16,5,1,8,88522,16,8.1240,9.8420,1789817512.7407
16,5,1,9,135269,16,11.3950,13.9460,1789817527.8600
16,5,1,10,204195,16,17.5920,21.4280,1789817550.5851
16,5,1,11,153292,16,11.8330,14.6500,1789817567.1694
16,5,1,12,150148,16,11.9890,14.7410,1789817583.6740
16,5,1,13,340231,32,27.4840,34.1060,1789817619.2278
16,5,1,14,187336,16,16.0720,19.5970,1789817640.0396
16,5,1,15,100835,8,7.6500,9.4650,1789817651.3258
16,6,1,1,62576,16,5.3610,7.4950,1789818046.3713
16,6,1,2,56902,15,5.1020,6.5300,1789818054.0994
16,6,1,3,71101,16,5.6850,7.6780,1789818063.6053
16,6,1,4,77957,15,6.6330,8.1460,1789818073.5923
16,6,1,5,94640,16,8.0790,9.8210,1789818084.5425
16,6,1,6,108114,16,9.3080,11.3120,1789818097.1663
16,6,1,7,94212,15,7.8300,10.1780,1789818109.1993
16,6,1,8,134094,16,11.5140,13.9870,1789818124.4765
16,6,1,9,164115,16,12.7420,15.8310,1789818141.4795
16,6,1,10,155638,16,12.8570,15.7920,1789818158.8492
16,6,1,11,134905,16,10.7660,13.3140,1789818173.6626
16,6,1,12,103289,16,8.5500,11.0390,1789818186.1375
16,6,1,13,130555,16,10.0710,12.8640,1789818200.2974
16,6,1,14,288685,32,24.2950,30.0510,1789818232.2834
16,6,1,15,175706,16,15.5100,18.9470,1789818253.3229
16,6,1,16,79750,8,6.7600,8.2790,1789818262.7660
16,6,1,17,114168,8,10.3250,12.4590,1789818276.6957
16,7,1,1,12889,4,2.5950,3.4630,1789818641.2396
16,7,1,2,16784,5,2.3430,2.8650,1789818645.4685
16,7,1,3,32395,11,3.4570,4.5180,1789818651.7611
16,7,1,4,36488,12,4.1820,5.3300,1789818658.3856
16,7,1,5,51390,15,4.6810,6.4600,1789818665.9357
16,7,1,6,57526,16,5.2550,6.7990,1789818674.3582
16,7,1,7,55594,16,6.6180,8.3190,1789818683.7542
16,7,1,8,59436,15,5.3880,6.9230,1789818691.8470
16,7,1,9,77911,16,6.1890,8.2720,1789818701.8085
16,7,1,10,80323,16,6.9840,9.2120,1789818712.4742
16,7,1,11,90033,16,7.7660,9.6360,1789818723.4457
16,7,1,12,113172,16,8.6590,10.7320,1789818735.6052
16,7,1,13,113751,16,9.5710,11.8050,1789818748.7172
16,7,1,14,120064,16,9.1800,11.4480,1789818761.6631
16,7,1,15,142521,16,10.3030,13.4050,1789818776.2672
16,7,1,16,158814,16,12.7000,15.5670,1789818793.4507
16,7,1,17,158998,16,13.3090,16.2780,1789818811.1150
16,7,1,18,453719,32,38.4050,47.2160,1789818859.8351
16,7,1,19,186098,16,16.0300,19.5550,1789818881.4109
16,8,1,1,91341,16,7.0060,8.9130,1789819328.0782
16,8,1,2,92116,16,7.1040,8.8420,1789819338.1029
16,8,1,3,108856,16,8.8110,10.8590,1789819350.1115
16,8,1,4,107287,16,8.6050,10.7560,1789819362.1041
16,8,1,5,121243,16,9.3460,11.7040,1789819375.0540
16,8,1,6,116314,16,10.6640,13.1240,1789819389.5123
16,8,1,7,176107,16,14.7160,17.9930,1789819408.8247
16,8,1,8,141503,16,10.9370,13.6530,1789819423.8595
16,8,1,9,301690,32,24.2620,30.0190,1789819455.1955
16,8,1,10,199939,16,17.1300,20.9460,1789819477.5719
16,8,1,11,69330,8,6.0820,7.4630,1789819486.2579
16,8,1,12,126513,8,11.5680,14.0860,1789819501.7215
16,9,1,1,41516,13,4.6300,5.9900,1789819876.4630
16,9,1,2,37496,10,3.5610,4.5720,1789819882.1893
16,9,1,3,55575,14,5.0250,6.4370,1789819889.7983
16,9,1,4,67381,15,5.7480,7.2730,1789819898.3509
16,9,1,5,71208,15,5.8000,7.3640,1789819906.9688
16,9,1,6,80910,16,6.5410,8.2540,1789819916.3796
16,9,1,7,114324,16,8.8110,10.8960,1789819928.4484
16,9,1,8,99004,15,7.9040,9.8670,1789819939.5006
16,9,1,9,115129,16,8.9950,11.1380,1789819951.9114
16,9,1,10,72662,14,5.8400,7.4330,1789819960.4552
16,9,1,11,120754,16,10.5690,13.0340,1789819974.7025
16,9,1,12,160709,16,13.3310,16.3150,1789819992.2560
16,9,1,13,200625,16,15.9890,19.8360,1789820013.4790
16,9,1,14,439979,32,37.2550,45.6590,1789820060.5822
16,9,1,15,201830,16,16.4470,20.3190,1789820082.5363
16,10,1,1,38701,13,4.0090,5.1670,1789820535.7769
16,10,1,2,44415,13,4.6260,6.4580,1789820544.1233
16,10,1,3,45689,13,4.4660,5.7860,1789820551.2877
16,10,1,4,68807,16,5.9170,7.5930,1789820560.0462
16,10,1,5,66222,16,6.1510,8.0500,1789820569.8770
16,10,1,6,81018,15,6.8800,9.2630,1789820580.8152
16,10,1,7,127492,16,10.6310,13.0260,1789820595.0743
16,10,1,8,139806,16,12.0700,14.6330,1789820611.0436
16,10,1,9,104073,15,8.6960,10.7570,1789820623.8286
16,10,1,10,142443,16,12.2660,14.9950,1789820640.4385
16,10,1,11,190494,16,16.3330,19.9350,1789820661.6842
16,10,1,12,205719,16,16.6240,20.5330,1789820683.6112
16,10,1,13,174995,16,14.2280,17.4270,1789820703.2659
16,10,1,14,452543,32,38.2180,46.9540,1789820751.7033
16,10,1,15,194948,16,16.4290,20.4050,1789820773.4751
16,10,1,16,122528,8,10.6100,12.9000,1789820788.3484
16,11,1,1,26722,8,3.0150,3.8500,1789821139.9668
16,11,1,2,36405,13,5.3590,6.7450,1789821148.2094
16,11,1,3,32563,10,3.7080,4.8360,1789821154.4067
16,11,1,4,42671,13,4.7010,6.2700,1789821161.9763
16,11,1,5,41143,12,4.4400,5.6920,1789821168.9206
16,11,1,6,38999,12,4.1390,5.4490,1789821175.5915
16,11,1,7,41998,12,4.2500,5.8460,1789821182.8995
16,11,1,8,45586,13,4.4200,5.7460,1789821190.8313
16,11,1,9,58812,15,4.9140,6.7340,1789821199.6160
16,11,1,10,53928,15,5.0430,6.4090,1789821207.1692
16,11,1,11,79247,16,6.3800,7.9980,1789821216.3308
16,11,1,12,90082,16,7.3230,9.0580,1789821226.9246
16,11,1,13,77743,16,6.7790,8.5960,1789821237.2587
16,11,1,14,84025,16,6.9230,8.7290,1789821247.3326
16,11,1,15,151538,16,12.4300,15.2060,1789821264.3851
16,11,1,16,125807,16,11.2670,13.7220,1789821279.6471
16,11,1,17,143053,16,11.1690,13.9060,1789821295.7024
16,11,1,18,149150,16,11.4350,14.2210,1789821311.4364
16,11,1,19,201809,16,16.7020,20.4640,1789821333.1461
16,11,1,20,389747,32,33.7400,41.1310,1789821376.0728
16,11,1,21,218600,16,19.0960,23.3210,1789821400.8550
16,11,1,22,136245,8,11.5150,14.1950,1789821416.8548
16,12,1,1,23769,7,3.1060,4.4540,1789821783.6811
16,12,1,2,25066,7,3.5150,4.1530,1789821789.1626
16,12,1,3,29226,9,3.3510,4.1680,1789821794.9728
16,12,1,4,24597,7,2.2540,2.9070,1789821799.1061
16,12,1,5,43549,13,3.9500,5.1070,1789821806.0843
16,12,1,6,39062,13,4.7550,6.3790,1789821813.7599
16,12,1,7,66712,16,5.6610,7.5490,1789821823.0295
16,12,1,8,74650,16,6.7060,8.3750,1789821832.6684
16,12,1,9,88360,16,7.2120,8.9650,1789821842.9727
16,12,1,10,63541,15,5.9480,7.6620,1789821852.3606
16,12,1,11,84926,16,6.8400,8.6090,1789821862.4359
16,12,1,12,109538,16,8.5730,10.6370,1789821874.2209
16,12,1,13,135534,16,10.5720,13.0370,1789821888.4793
16,12,1,14,135614,16,11.0650,13.6300,1789821903.8603
16,12,1,15,169574,16,13.6450,16.8720,1789821921.8857
16,12,1,16,132926,16,11.1090,13.6820,1789821936.7653
16,12,1,17,190246,16,16.4580,20.0830,1789821958.2076
16,12,1,18,201473,16,16.5290,20.3790,1789821979.8779
16,12,1,19,210637,16,18.6130,22.7340,1789822004.0667
16,12,1,20,184406,16,14.8250,18.2930,1789822023.9808
16,12,1,21,97058,8,7.7550,9.5140,1789822034.8941
16,12,1,22,129255,8,11.8530,14.2420,1789822051.2238
16,13,1,1,80330,16,6.7990,8.8420,1789822497.4993
16,13,1,2,54491,14,4.8560,6.3180,1789822505.2122
16,13,1,3,97508,16,7.4790,9.6380,1789822515.9826
16,13,1,4,93207,16,8.1860,9.9730,1789822527.1056
16,13,1,5,104647,16,8.3330,10.3530,1789822539.2426
16,13,1,6,140768,16,10.7820,13.6110,1789822554.1920
16,13,1,7,111918,16,9.4710,12.0660,1789822567.6178
16,13,1,8,187888,16,14.7330,18.2400,1789822587.7253
16,13,1,9,167859,16,14.8450,18.1680,1789822607.9025
16,13,1,10,169025,16,13.7520,17.0460,1789822627.0082
16,13,1,11,186718,16,15.2450,18.7270,1789822646.9667
16,13,1,12,125919,8,11.6690,13.9320,1789822662.3529
16,14,1,1,15266,4,2.3360,3.3560,1789823042.4002
16,14,1,2,20196,6,2.2050,2.8720,1789823047.4320
16,14,1,3,23971,7,2.6450,3.3790,1789823053.0207
16,14,1,4,34424,11,4.2690,5.6940,1789823059.8713
16,14,1,5,32400,10,3.8000,4.8500,1789823066.2062
16,14,1,6,47672,16,4.9270,6.7870,1789823074.3555
16,14,1,7,51353,15,4.7090,6.0620,1789823081.5712
16,14,1,8,48836,13,4.1820,5.3610,1789823088.4999
16,14,1,9,54010,15,4.8110,6.1750,1789823096.4181
16,14,1,10,58635,15,5.3490,6.7340,1789823104.2918
16,14,1,11,52257,15,5.8020,7.3410,1789823113.2088
16,14,1,12,69120,16,6.9870,8.6520,1789823123.0484
16,14,1,13,63505,14,5.2990,6.6190,1789823130.8922
16,14,1,14,59427,15,5.5720,7.2910,1789823139.3742
16,14,1,15,78599,16,6.6380,8.3310,1789823149.3977
16,14,1,16,93283,16,7.0970,8.8470,1789823159.4783
16,14,1,17,79909,16,7.4150,9.1380,1789823170.2733
16,14,1,18,73249,14,6.8000,8.3510,1789823179.8352
16,14,1,19,106177,16,9.0350,11.0890,1789823192.0900
16,14,1,20,109741,14,9.3560,11.7840,1789823205.4411
16,14,1,21,106755,16,8.8610,11.0000,1789823218.4491
16,14,1,22,135675,16,11.6180,14.1820,1789823233.8505
16,14,1,23,207543,16,17.9230,21.9640,1789823257.4487
16,14,1,24,167206,16,14.6300,17.8010,1789823276.6868
16,14,1,25,316775,32,27.3590,33.4300,1789823312.3694
16,14,1,26,156992,16,13.2670,16.3230,1789823330.2687
16,14,1,27,108670,8,9.5130,11.7000,1789823344.1120
16,14,1,28,146069,8,11.8230,14.5120,1789823361.0097
16,15,1,1,101485,16,8.5590,11.2590,1789823803.2179
16,15,1,2,158995,16,12.7150,15.9400,1789823820.4775
16,15,1,3,161476,16,13.2610,16.3060,1789823838.1374
16,15,1,4,134001,16,10.7320,13.1960,1789823852.7066
16,15,1,5,282490,32,22.8110,28.1520,1789823883.3537
16,15,1,6,189006,16,15.4080,18.9890,1789823903.6116
16,15,1,7,119095,8,9.2470,11.4370,1789823916.8254
16,15,1,8,130887,8,12.0900,14.5410,1789823933.1742
16,16,1,1,117453,16,10.3220,12.4840,1789824395.1093
16,16,1,2,78828,15,6.9840,9.1150,1789824406.0180
16,16,1,3,129961,16,10.2000,12.5950,1789824419.8598
16,16,1,4,124461,16,9.9920,12.3130,1789824433.8043
16,16,1,5,132822,16,11.7350,14.3600,1789824450.1892
